,City1,City2,Month,Passenger Count,Flight Count,Average Capacity (%),Flight Distance (km),Actual Passenger Distance (km),Potential Passenger Distance (km),Seats,Plane Size (seats)
19337,ADELAIDE,BRISBANE,2019-07-01,78957,545,82.6,1622,128068254,155134568,95644,175.49357798165138
19338,ADELAIDE,BRISBANE,2019-08-01,73765,537,79.2,1622,119646830,151021176,93108,173.3854748603352
19339,ADELAIDE,BRISBANE,2019-09-01,75747,539,80.1,1622,122861634,153353612,94546,175.4100185528757
19340,ADELAIDE,BRISBANE,2019-10-01,86017,575,86.2,1622,139519574,161908040,99820,173.6
19341,ADELAIDE,BRISBANE,2019-11-01,75534,537,81.5,1622,122516148,150271812,92646,172.52513966480447
19342,ADELAIDE,BRISBANE,2019-12-01,78176,559,80.6,1622,126801472,157369684,97022,173.5635062611807
19343,ADELAIDE,BRISBANE,2020-01-01,75173,545,78.8,1622,121930606,154699872,95376,175.00183486238532
19344,ADELAIDE,BRISBANE,2020-02-01,60687,496,70.3,1622,98434314,140025638,86329,174.05040322580646
19345,ADELAIDE,BRISBANE,2020-03-01,45456,422,62.3,1622,73729632,118256776,72908,172.76777251184834
19346,ADELAIDE,BRISBANE,2020-04-01,0,0,0.0,1622,0,0,0,
19347,ADELAIDE,BRISBANE,2020-05-01,0,0,0.0,1622,0,0,0,
19348,ADELAIDE,BRISBANE,2020-06-01,0,0,0.0,1622,0,0,0,
19349,ADELAIDE,BRISBANE,2020-07-01,18226,140,86.6,1622,29562572,34141478,21049,150.35
19350,ADELAIDE,BRISBANE,2020-08-01,27220,270,60.6,1622,44150840,72866728,44924,166.38518518518518
19351,ADELAIDE,BRISBANE,2020-09-01,29020,244,71.6,1622,47070440,65786698,40559,166.22540983606558
19352,ADELAIDE,BRISBANE,2020-10-01,44849,345,77.0,1622,72745078,94494476,58258,168.86376811594204
19353,ADELAIDE,BRISBANE,2020-11-01,27540,247,68.9,1622,44669880,64873512,39996,161.92712550607288
19354,ADELAIDE,BRISBANE,2020-12-01,32187,299,67.5,1622,52207314,77336960,47680,159.4648829431438
19355,ADELAIDE,BRISBANE,2021-01-01,37695,391,58.5,1622,61141290,104518436,64438,164.80306905370844
19356,ADELAIDE,BRISBANE,2021-02-01,37654,341,69.3,1622,61074788,88107040,54320,159.29618768328444
19357,ADELAIDE,BRISBANE,2021-03-01,46627,456,62.8,1622,75628994,120448098,74259,162.84868421052633
19358,ADELAIDE,BRISBANE,2021-04-01,42908,398,64.2,1622,69596776,108466384,66872,168.02010050251258
